capture_event_id,split,site_id,datetime,longitude,latitude,environment_feature_status,chirps_monthly_mm,chirps_source_file,jrc_water_occurrence_pct,jrc_water_seasonality_months,jrc_water_extent_class,month,modis_composite_count,modis_first_calendar_date,modis_latest_calendar_date,modis_ndvi_mean,modis_ndvi_median,modis_ndvi_min,modis_ndvi_max,modis_evi_mean,modis_evi_median,modis_evi_min,modis_evi_max,modis_blue_reflectance_mean,modis_red_reflectance_mean,modis_nir_reflectance_mean,modis_mir_reflectance_mean,modis_pixel_reliability_mean,modis_pixel_reliability_best,modis_vi_quality_mode,modis_full_available,modis_ndvi_seed,modis_evi_seed,modis_seed_available
ASG000edl8,test_gold,D09,2012-02-26T14:00:29,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edle,test_gold,D09,2012-02-26T12:39:11,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edmk,test_gold,D09,2012-02-26T12:13:50,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edn4,test_gold,D09,2012-02-26T13:31:58,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edo1,test_gold,D09,2012-02-26T15:08:07,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edoh,test_gold,D09,2012-02-26T12:12:40,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edol,test_gold,D09,2012-02-26T14:59:29,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edph,test_gold,D09,2012-02-26T10:33:34,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edpj,test_gold,D09,2012-02-10T13:21:31,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edq0,test_gold,D09,2012-02-26T13:55:08,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edqu,test_gold,D09,2012-02-12T10:23:50,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000edri,test_gold,D09,2012-02-26T09:42:16,34.795370987964716,-2.550352470688801,ok,21.781055450439453,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.40115,0.40115,0.3764,0.4259,0.27,0.27,0.2555,0.2845,0.0643,0.1365,0.3157999999999999,0.18355,0.0,0.0,2116,True,,,False
ASG000ee0z,test_gold,E04,2012-01-07T08:59:50,34.814808336300196,-2.451064455389564,ok,36.27655029296875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.5828500000000001,0.5828500000000001,0.5165000000000001,0.6492,0.37085,0.37085,0.3335,0.4082,0.0408,0.07795,0.293,0.13055,0.0,0.0,2116,True,,,False
ASG000ee5k,test_gold,E04,2012-02-03T09:41:14,34.814808336300196,-2.451064455389564,ok,23.17808723449707,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.36825,0.36825,0.3376,0.3989,0.2444,0.2444,0.2408,0.248,0.0682,0.14015,0.29965,0.2274,0.0,0.0,2116,True,,,False
ASG000ee5m,test_gold,E04,2012-01-20T11:58:58,34.814808336300196,-2.451064455389564,ok,36.27655029296875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.5828500000000001,0.5828500000000001,0.5165000000000001,0.6492,0.37085,0.37085,0.3335,0.4082,0.0408,0.07795,0.293,0.13055,0.0,0.0,2116,True,,,False
ASG000ee6j,test_gold,E04,2012-01-06T08:52:53,34.814808336300196,-2.451064455389564,ok,36.27655029296875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.5828500000000001,0.5828500000000001,0.5165000000000001,0.6492,0.37085,0.37085,0.3335,0.4082,0.0408,0.07795,0.293,0.13055,0.0,0.0,2116,True,,,False
ASG000eef1,test_gold,E04,2012-01-20T12:00:44,34.814808336300196,-2.451064455389564,ok,36.27655029296875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.5828500000000001,0.5828500000000001,0.5165000000000001,0.6492,0.37085,0.37085,0.3335,0.4082,0.0408,0.07795,0.293,0.13055,0.0,0.0,2116,True,,,False
ASG000eeho,test_gold,E04,2012-01-11T05:00:27,34.814808336300196,-2.451064455389564,ok,36.27655029296875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.5828500000000001,0.5828500000000001,0.5165000000000001,0.6492,0.37085,0.37085,0.3335,0.4082,0.0408,0.07795,0.293,0.13055,0.0,0.0,2116,True,,,False
ASG000eend,test_gold,E04,2012-04-08T12:17:19,34.814808336300196,-2.451064455389564,ok,217.7568359375,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6777500000000001,0.6777500000000001,0.624,0.7315,0.425,0.425,0.4218,0.4282,0.03275,0.0583,0.2965,0.0811,0.5,0.0,2116,True,,,False
ASG000eepf,test_gold,E04,2012-04-03T15:53:24,34.814808336300196,-2.451064455389564,ok,217.7568359375,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6777500000000001,0.6777500000000001,0.624,0.7315,0.425,0.425,0.4218,0.4282,0.03275,0.0583,0.2965,0.0811,0.5,0.0,2116,True,,,False
ASG000eesz,test_gold,E04,2012-04-08T10:06:52,34.814808336300196,-2.451064455389564,ok,217.7568359375,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6777500000000001,0.6777500000000001,0.624,0.7315,0.425,0.425,0.4218,0.4282,0.03275,0.0583,0.2965,0.0811,0.5,0.0,2116,True,,,False
ASG000eevs,test_gold,E04,2012-03-23T07:31:04,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000eez3,test_gold,E04,2012-04-18T10:57:57,34.814808336300196,-2.451064455389564,ok,217.7568359375,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6777500000000001,0.6777500000000001,0.624,0.7315,0.425,0.425,0.4218,0.4282,0.03275,0.0583,0.2965,0.0811,0.5,0.0,2116,True,,,False
ASG000eez6,test_gold,E04,2012-03-17T04:02:19,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000ef1s,test_gold,E04,2012-03-15T11:17:55,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000ef2j,test_gold,E04,2012-03-15T11:19:14,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000ef2x,test_gold,E04,2012-03-07T13:11:14,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000ef3a,test_gold,E04,2012-03-26T11:34:53,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000efbl,test_gold,E04,2012-03-27T19:27:31,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000efc5,test_gold,E04,2012-04-07T08:51:57,34.814808336300196,-2.451064455389564,ok,217.7568359375,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6777500000000001,0.6777500000000001,0.624,0.7315,0.425,0.425,0.4218,0.4282,0.03275,0.0583,0.2965,0.0811,0.5,0.0,2116,True,,,False
ASG000efle,test_gold,E04,2012-03-12T16:07:15,34.814808336300196,-2.451064455389564,ok,82.7480239868164,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.46245,0.46245,0.4222,0.5027,0.2811,0.2811,0.2467,0.3155,0.0455,0.0988,0.27025,0.15905,0.0,0.0,2116,True,,,False
ASG000efno,test_gold,F07,2012-04-19T11:09:33,34.82808296634599,-2.519977566270471,ok,219.710205078125,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6314500000000001,0.6314500000000001,0.5658000000000001,0.6971,0.3887,0.3887,0.3427,0.4347,0.03575,0.0629,0.2781,0.10825,0.5,0.0,2116,True,,,False
ASG000efpb,test_gold,F07,2012-04-15T23:37:51,34.82808296634599,-2.519977566270471,ok,219.710205078125,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6314500000000001,0.6314500000000001,0.5658000000000001,0.6971,0.3887,0.3887,0.3427,0.4347,0.03575,0.0629,0.2781,0.10825,0.5,0.0,2116,True,,,False
ASG000efpr,test_gold,F07,2012-02-23T20:14:51,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efqa,test_gold,F07,2012-02-14T18:03:58,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efqv,test_gold,F07,2012-02-24T06:18:39,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efr2,test_gold,F07,2012-04-21T02:29:06,34.82808296634599,-2.519977566270471,ok,219.710205078125,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.6314500000000001,0.6314500000000001,0.5658000000000001,0.6971,0.3887,0.3887,0.3427,0.4347,0.03575,0.0629,0.2781,0.10825,0.5,0.0,2116,True,,,False
ASG000efrw,test_gold,F07,2012-02-09T16:44:23,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efsb,test_gold,F07,2012-02-09T16:40:06,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efsq,test_gold,F07,2012-02-14T10:57:25,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efss,test_gold,F07,2012-01-10T00:17:41,34.82808296634599,-2.519977566270471,ok,37.56440734863281,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.01.tif,0.0,0.0,0.0,2012-01,2,2012-01-01,2012-01-17,0.67005,0.67005,0.5880000000000001,0.7521,0.44205,0.44205,0.3988,0.4853,0.0339,0.06425,0.3202,0.1072,0.0,0.0,2116,True,,,False
ASG000eftp,test_gold,F07,2012-02-13T01:39:16,34.82808296634599,-2.519977566270471,ok,23.022083282470703,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.02.tif,0.0,0.0,0.0,2012-02,2,2012-02-02,2012-02-18,0.4323,0.4323,0.3926,0.472,0.2635,0.2635,0.2402,0.2868,0.0528,0.10205,0.2574,0.13395,0.0,0.0,2116,True,,,False
ASG000efxm,test_gold,Q10,2012-04-14T09:13:14,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000efyh,test_gold,Q10,2012-04-14T09:47:03,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000eg2y,test_gold,Q10,2012-03-10T09:36:47,35.05612034943986,-2.571478822510019,ok,67.97648620605469,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.4772,0.4772,0.4753,0.4791,0.2746,0.2746,0.2722,0.277,0.0434,0.0865,0.24445,0.12575,0.0,0.0,2116,True,,,False
ASG000eg3h,test_gold,Q10,2012-04-14T09:36:41,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000eg4y,test_gold,Q10,2012-04-14T10:57:55,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egbx,test_gold,Q10,2012-04-06T07:14:46,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egeq,test_gold,Q10,2012-03-12T10:23:41,35.05612034943986,-2.571478822510019,ok,67.97648620605469,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.4772,0.4772,0.4753,0.4791,0.2746,0.2746,0.2722,0.277,0.0434,0.0865,0.24445,0.12575,0.0,0.0,2116,True,,,False
ASG000eger,test_gold,Q10,2012-04-14T08:27:24,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000eget,test_gold,Q10,2012-04-14T09:23:07,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egfr,test_gold,Q10,2012-04-08T16:11:46,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egg8,test_gold,Q10,2012-03-10T09:44:02,35.05612034943986,-2.571478822510019,ok,67.97648620605469,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.4772,0.4772,0.4753,0.4791,0.2746,0.2746,0.2722,0.277,0.0434,0.0865,0.24445,0.12575,0.0,0.0,2116,True,,,False
ASG000egl2,test_gold,Q10,2012-04-16T13:51:03,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egnf,test_gold,Q10,2012-04-05T06:19:27,35.05612034943986,-2.571478822510019,ok,151.93885803222656,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.5623,0.5623,0.4903,0.6343,0.3312,0.3312,0.3189,0.3435,0.03885,0.07645,0.2662,0.1243,0.5,0.0,2116,True,,,False
ASG000egx3,test_gold,N10,2012-04-13T08:03:28,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
ASG000egyz,test_gold,N10,2012-03-07T10:06:32,34.99197674484217,-2.572096388784889,ok,74.2133560180664,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.3801,0.3801,0.3554,0.4048,0.2229,0.2229,0.2071,0.2387,0.05495,0.10615,0.23655,0.15935,0.0,0.0,2116,True,,,False
ASG000ehnd,test_gold,N10,2012-03-24T09:37:07,34.99197674484217,-2.572096388784889,ok,74.2133560180664,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.03.tif,0.0,0.0,0.0,2012-03,2,2012-03-05,2012-03-21,0.3801,0.3801,0.3554,0.4048,0.2229,0.2229,0.2071,0.2387,0.05495,0.10615,0.23655,0.15935,0.0,0.0,2116,True,,,False
ASG000ehoc,test_gold,N10,2012-04-13T08:36:12,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
ASG000ehoj,test_gold,N10,2012-04-13T07:15:02,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
ASG000ehwa,test_gold,N10,2012-04-13T08:14:44,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
ASG000ehwx,test_gold,N10,2012-05-26T12:38:03,34.99197674484217,-2.572096388784889,ok,56.22434997558594,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.05.tif,0.0,0.0,0.0,2012-05,2,2012-05-08,2012-05-24,0.7279500000000001,0.7279500000000001,0.6951,0.7608,0.4242,0.4242,0.4235,0.4249,0.0233,0.0438,0.2751,0.08355,0.0,0.0,2116,True,,,False
ASG000ehzq,test_gold,N10,2012-04-13T13:23:33,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
ASG000ei56,test_gold,N10,2012-04-14T06:11:16,34.99197674484217,-2.572096388784889,ok,181.57537841796875,data/raw/environment/chirps_v3_monthly_africa/2012/chirps-v3.0.2012.04.tif,0.0,0.0,0.0,2012-04,2,2012-04-06,2012-04-22,0.54775,0.54775,0.4262,0.6693,0.31415,0.31415,0.2608,0.3675,0.04025,0.0757,0.25085,0.12615,0.5,0.0,2116,True,,,False
